baseline,,bm3heme5in1000,,bm3heme5in100_2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0101318,-0.0005580534344,800.0101318,0.00713994354,800.0101318,0.01234880742,
799.0389404,0.001091817627,799.0389404,0.007640428841,799.0389404,0.0126434369,
798.0673218,0.0002566575422,798.0673218,0.006074465811,798.0673218,0.01108852029,
796.9564209,-0.000770975952,796.9564209,0.006757386029,796.9564209,0.01348959282,
795.9840088,-0.0004744376347,795.9840088,0.00577365933,795.9840088,0.01307091117,
795.0111694,-0.0001597905648,795.0111694,0.007285332307,795.0111694,0.01245665643,
794.0380249,-0.001080481219,794.0380249,0.005836464465,794.0380249,0.01234499924,
793.0644531,0.0006405285676,793.0644531,0.005151243415,793.0644531,0.01274895947,
791.951355,0.001116030733,791.951355,0.007351410575,791.951355,0.01350078173,
790.9769897,-7.304405881E-5,790.9769897,0.006323707756,790.9769897,0.01371104084,
790.0022583,0.001179593266,790.0022583,0.006964457687,790.0022583,0.01234856807,
789.0271606,0.0001082945091,789.0271606,0.007821169682,789.0271606,0.01215475239,
788.0516968,-0.001360349357,788.0516968,0.006937181111,788.0516968,0.01328902226,
786.9364014,0.0004899611231,786.9364014,0.005629693624,786.9364014,0.01268946566,
785.960144,-0.003013622249,785.960144,0.004786738195,785.960144,0.01142922696,
784.9835205,-6.30018767E-5,784.9835205,0.006183025427,784.9835205,0.01263568178,
784.0064697,0.0001385638025,784.0064697,0.005518283229,784.0064697,0.01272782125,
783.0291138,-4.431451816E-5,783.0291138,0.006505031139,783.0291138,0.0121977469,
782.0513306,0.0005164472968,782.0513306,0.007206604816,782.0513306,0.01327415649,
780.9334717,-9.763089474E-5,780.9334717,0.007076608017,780.9334717,0.01294261403,
779.9549561,-0.0006153392605,779.9549561,0.00761753507,779.9549561,0.01145335846,
778.9760132,0.0002660597966,778.9760132,0.006712008733,778.9760132,0.0135083925,
777.9967651,0.0001357672299,777.9967651,0.007154812105,777.9967651,0.01325995754,
777.0170898,0.0006900984445,777.0170898,0.007291439455,777.0170898,0.0144578144,
776.0371094,0.001113980543,776.0371094,0.006917059887,776.0371094,0.01364513673,
775.0567017,-0.00201829127,775.0567017,0.006172653753,775.0567017,0.01087504067,
773.9358521,-0.001197644044,773.9358521,0.005507718306,773.9358521,0.01186348684,
772.9547119,-0.0004079265345,772.9547119,0.005859841593,772.9547119,0.01263530925,
771.9731445,-0.001267131651,771.9731445,0.006770768669,771.9731445,0.01434390247,
770.991272,0.002077989513,770.991272,0.007409362122,770.991272,0.01277521811,
770.0090332,-0.0004207020102,770.0090332,0.006129227579,770.0090332,0.01331616752,
769.0264282,-0.001175494515,769.0264282,0.005567626562,769.0264282,0.01079767663,
768.043396,-0.00179783348,768.043396,0.00577447284,768.043396,0.01408589818,
767.0600586,-0.0004244776792,767.0600586,0.007399672177,767.0600586,0.01318451576,
765.935791,-2.38662069E-5,765.935791,0.006742531434,765.935791,0.01253471617,
764.9517212,0.0004049158306,764.9517212,0.007718550041,764.9517212,0.01340556797,
763.9672241,0.0007728916244,763.9672241,0.007196051069,763.9672241,0.01416152343,
762.9823608,-0.0005862836842,762.9823608,0.006923635025,762.9823608,0.01356709097,
761.9971924,-0.001517782919,761.9971924,0.006216346752,761.9971924,0.01266723685,
761.0116577,0.001719873631,761.0116577,0.007555921096,761.0116577,0.0140804965,
760.0256958,0.001155168982,760.0256958,0.008664283901,760.0256958,0.01395994704,
759.0394287,0.0004016252351,759.0394287,0.007122734096,759.0394287,0.01445725188,
758.0527954,0.000952508417,758.0527954,0.008201421238,758.0527954,0.01433207653,
757.0657959,-0.0005767703988,757.0657959,0.007847632281,757.0657959,0.01389290951,
755.9373779,-0.0009426233592,755.9373779,0.007182918489,755.9373779,0.01360213291,
754.949646,8.437056385E-5,754.949646,0.007339431439,754.949646,0.01393735968,
753.9615479,0.0003126597148,753.9615479,0.007865345106,753.9615479,0.01398323104,
752.9730835,-0.0001504231914,752.9730835,0.006345718633,752.9730835,0.01416949276,
751.9842529,0.0005882685655,751.9842529,0.008404827677,751.9842529,0.01474563032,
750.9950562,0.0003184623783,750.9950562,0.008945007809,750.9950562,0.01368699688,
750.0055542,-0.001387650147,750.0055542,0.006537378766,750.0055542,0.01364270598,
749.015625,-0.001166097354,749.015625,0.007706428878,749.015625,0.01306082681,
748.0253906,0.0004614553764,748.0253906,0.007647752762,748.0253906,0.0147064263,
747.03479,-0.001957737142,747.03479,0.006970534101,747.03479,0.01406129822,
746.0438843,-0.001083579846,746.0438843,0.006929632276,746.0438843,0.0132930791,
745.0525513,0.0001910545834,745.0525513,0.007996422239,745.0525513,0.01325064339,
744.0609131,0.0009824474109,744.0609131,0.009252409451,744.0609131,0.01573915035,
743.0689087,0.001901026582,743.0689087,0.007802957669,743.0689087,0.01479879115,
741.9347534,0.0003898623108,741.9347534,0.008620634675,741.9347534,0.01485573687,
740.9420166,0.0004081027873,740.9420166,0.008703263476,740.9420166,0.0145036336,
739.9489136,0.00109454256,739.9489136,0.008623591624,739.9489136,0.0168942716,
738.9554443,-0.0007764023612,738.9554443,0.008895517327,738.9554443,0.01459930185,
737.9616699,-0.001139195636,737.9616699,0.008851475082,737.9616699,0.01484593283,
736.9675293,-0.0002305827511,736.9675293,0.007056532893,736.9675293,0.0136940768,
735.9730225,-0.001041075564,735.9730225,0.00700752018,735.9730225,0.0134039931,
734.9782104,0.0002615011181,734.9782104,0.007804723457,734.9782104,0.01454868168,
733.9830322,0.0004336251877,733.9830322,0.009530709125,733.9830322,0.01577211358,
732.9874878,-8.542285286E-6,732.9874878,0.007758445572,732.9874878,0.01586446352,
731.9915771,-4.840406473E-5,731.9915771,0.008401159197,731.9915771,0.01467274129,
730.9953613,-0.0003421294678,730.9953613,0.008053906262,730.9953613,0.01559686195,
729.9987793,0.0005342006334,729.9987793,0.008287506178,729.9987793,0.01462326292,
729.0018921,0.0006412026123,729.0018921,0.009205474518,729.0018921,0.01610861719,
728.0046387,0.0009538833983,728.0046387,0.008297215216,728.0046387,0.01571545005,
727.007019,-0.000328161841,727.007019,0.008146291599,727.007019,0.01538107451,
726.0090942,-0.0004547853605,726.0090942,0.007771754172,726.0090942,0.01590688713,
725.0108032,-0.0008499359828,725.0108032,0.009301702492,725.0108032,0.01604911685,
724.012146,-0.0001681744616,724.012146,0.008797531016,724.012146,0.01557483245,
723.0131836,0.001237869263,723.0131836,0.009393746033,723.0131836,0.01524447929,
722.013855,0.0002615529229,722.013855,0.008672285825,722.013855,0.01566196233,
721.0142212,0.002003918868,721.0142212,0.008749800734,721.0142212,0.01589934155,
720.0142212,-0.0001967923163,720.0142212,0.009075671434,720.0142212,0.01570245996,
719.013916,-0.0004172366462,719.013916,0.008643422276,719.013916,0.01573308557,
718.0131836,1.141586199E-5,718.0131836,0.008992813528,718.0131836,0.01625244506,
717.012207,0.0005780039355,717.012207,0.008841436356,717.012207,0.01577466354,
716.0108643,0.0002339945204,716.0108643,0.008891738951,716.0108643,0.01609429903,
715.0091553,0.0007633228088,715.0091553,0.009982569143,715.0091553,0.01657251269,
714.0071411,-0.0001176099104,714.0071411,0.009171552956,714.0071411,0.01564186253,
713.0047607,0.0001750502997,713.0047607,0.009487872012,713.0047607,0.01673645712,
712.0020752,0.0002024754649,712.0020752,0.008933275938,712.0020752,0.01664908417,
710.9990234,-0.0002520044218,710.9990234,0.01000995841,710.9990234,0.01661667414,
709.9956665,0.0003029973886,709.9956665,0.01024864148,709.9956665,0.01738269068,
708.9919434,-0.0003292482288,708.9919434,0.009056534618,708.9919434,0.01724915393,
707.987915,0.001355379471,707.987915,0.01010451,707.987915,0.01782807149,
706.9835815,0.0002398738434,706.9835815,0.008511041291,706.9835815,0.01609607227,
705.9788208,0.0005799220526,705.9788208,0.009470489807,705.9788208,0.01723269746,
704.9738159,0.0004473327426,704.9738159,0.009125314653,704.9738159,0.01722138375,
703.9684448,-3.758479943E-5,703.9684448,0.009342722595,703.9684448,0.0166751761,
702.9627075,-0.0001978272776,702.9627075,0.009155161679,702.9627075,0.01732657105,
701.956665,0.0001311840169,701.956665,0.009321590886,701.956665,0.01691660844,
700.9503174,-0.000504483236,700.9503174,0.009236622602,700.9503174,0.01650348492,
699.9436035,0.0002225728094,699.9436035,0.009557911195,699.9436035,0.01735332236,
698.9365845,0.0004532149469,698.9365845,0.00948430039,698.9365845,0.01684055664,
697.9292603,-0.0006045341142,697.9292603,0.009183027782,697.9292603,0.01722792909,
697.0655518,0.0004506236583,697.0655518,0.009117463604,697.0655518,0.01731242798,
696.0575562,0.0002267944074,696.0575562,0.009133192711,696.0575562,0.01788956858,
695.0492554,-0.0004458380863,695.0492554,0.009240404703,695.0492554,0.01673476212,
694.0406494,0.0007602110272,694.0406494,0.009893790819,694.0406494,0.01727716625,
693.0316772,-0.0003119174216,693.0316772,0.009655752219,693.0316772,0.01774900034,
692.0223999,-0.0001004259466,692.0223999,0.009906793945,692.0223999,0.0175740812,
691.0128174,0.0004655238008,691.0128174,0.009775139391,691.0128174,0.01740615815,
690.0028687,0.0001840623445,690.0028687,0.009155082516,690.0028687,0.01738999225,
688.9926147,-0.0003425433242,688.9926147,0.009253996424,688.9926147,0.01815238036,
687.9819946,9.866263281E-5,687.9819946,0.009727380238,687.9819946,0.01794972643,
686.9711304,0.0001765781926,686.9711304,0.009994064458,686.9711304,0.01729774661,
685.9598389,-2.14330521E-5,685.9598389,0.009917016141,685.9598389,0.01699671336,
684.9483032,-0.0001027033795,684.9483032,0.009776436724,684.9483032,0.01810018346,
683.9364624,-0.001394771854,683.9364624,0.008644452319,683.9364624,0.01598739624,
683.0688477,0.0007275128737,683.0688477,0.01015686803,683.0688477,0.01826378703,
682.0563965,0.0005480668624,682.0563965,0.01079953369,682.0563965,0.01808771491,
681.0435791,-0.0004873145954,681.0435791,0.009228848852,681.0435791,0.01685769856,
680.0304565,0.0002033300989,680.0304565,0.01045536995,680.0304565,0.01842663996,
679.0170288,-0.0001733496174,679.0170288,0.009755918756,679.0170288,0.0183866974,
678.0032349,-9.768265591E-5,678.0032349,0.009545315988,678.0032349,0.01766821928,
676.9891357,0.000229436162,676.9891357,0.01022696216,676.9891357,0.01885541342,
675.9747314,-0.0007595028146,675.9747314,0.009786470793,675.9747314,0.01915833354,
674.960022,-0.0004070989671,674.960022,0.0105064176,674.960022,0.01884319447,
673.9450073,-6.295011553E-5,673.9450073,0.01050456148,673.9450073,0.01868901961,
672.9296265,0.0005059770192,672.9296265,0.01039332524,672.9296265,0.01875293814,
672.059082,-0.000726787257,672.059082,0.01114899106,672.059082,0.01852471754,
671.0431519,0.0001539970399,671.0431519,0.011030633,671.0431519,0.01881061867,
670.0268555,-0.0001642412972,670.0268555,0.01020258013,670.0268555,0.01838529296,
669.0103149,0.0005229006056,669.0103149,0.01178804785,669.0103149,0.01918812096,
667.9934082,-0.0001317913557,667.9934082,0.01051882934,667.9934082,0.01935876533,
666.9761963,-0.0009020169382,666.9761963,0.009917439893,666.9761963,0.01791425236,
665.9586792,-0.000446820748,665.9586792,0.01050790306,665.9586792,0.01907542348,
664.9407959,-0.0006992897252,664.9407959,0.01065025851,664.9407959,0.01805606112,
664.0681152,0.0009712654864,664.0681152,0.01038264018,664.0681152,0.01881175488,
663.0497437,-6.057274277E-6,663.0497437,0.01143991016,663.0497437,0.01930136234,
662.0310059,-0.0002724420046,662.0310059,0.01103634201,662.0310059,0.01864632405,
661.0119629,-0.0004328047507,661.0119629,0.01069217548,661.0119629,0.01913260669,
659.9925537,0.0003697831125,659.9925537,0.01095693186,659.9925537,0.01893887669,
658.9729004,0.0006303404807,658.9729004,0.01019531861,658.9729004,0.019468477,
657.9529419,-0.0003620972566,657.9529419,0.01042206585,657.9529419,0.01905746385,
656.9326172,0.0005210863892,656.9326172,0.01157885045,656.9326172,0.01924599521,
656.0578613,-0.000324385328,656.0578613,0.01090768911,656.0578613,0.01980292797,
655.0369873,0.0008341216017,655.0369873,0.01119177975,655.0369873,0.01918062568,
654.0158081,-0.0006969120586,654.0158081,0.01027186029,654.0158081,0.01867275126,
652.9943237,0.0003398344852,652.9943237,0.01171586663,652.9943237,0.01938759163,
651.9725342,0.0005357816117,651.9725342,0.01209499314,651.9725342,0.02085160464,
650.9504395,-0.0006825940218,650.9504395,0.01074606366,650.9504395,0.01951672323,
649.9280396,0.0001424220682,649.9280396,0.01102803089,649.9280396,0.01857677661,
649.0514526,0.0004527744313,649.0514526,0.01148062851,649.0514526,0.01919280179,
648.0284424,-3.235625627E-5,648.0284424,0.01197576523,648.0284424,0.01993221045,
647.005188,-0.0001497503981,647.005188,0.01091029029,647.005188,0.02013896406,
645.9815674,-0.0003388186742,645.9815674,0.01208799332,645.9815674,0.01878169738,
644.9577026,0.0003333579807,644.9577026,0.0122773312,644.9577026,0.02058156393,
643.9334717,-0.0002041922853,643.9334717,0.01096054167,643.9334717,0.01956998557,
643.0553589,-0.0004188400344,643.0553589,0.01090906933,643.0553589,0.02030255087,
642.0306396,3.489568553E-5,642.0306396,0.0106112631,642.0306396,0.01921536587,
641.0055542,0.0004944963148,641.0055542,0.01097641792,641.0055542,0.0195577722,
639.9801636,0.0003755088255,639.9801636,0.01171427034,639.9801636,0.01966693811,
638.9545288,-0.0003729084274,638.9545288,0.01092080213,638.9545288,0.01983362623,
637.9285278,-0.0005797174526,637.9285278,0.0106793344,637.9285278,0.0187779665,
637.0488892,-5.063000208E-5,637.0488892,0.01029014867,637.0488892,0.02116991952,
636.0223999,-0.0002200785093,636.0223999,0.01175796613,636.0223999,0.02009005286,
634.9955444,-0.0009380256524,634.9955444,0.01120187342,634.9955444,0.01990058459,
633.9684448,0.0002807982091,633.9684448,0.01231232285,633.9684448,0.0209276583,
632.940979,-0.0009166377713,632.940979,0.01146499999,632.940979,0.01914445497,
632.0601196,0.0002236087748,632.0601196,0.01201259531,632.0601196,0.02110993862,
631.0321045,-0.0007774876431,631.0321045,0.01109045837,631.0321045,0.01964665204,
630.0038452,-0.0002678889141,630.0038452,0.01227863599,630.0038452,0.0200570859,
628.9752808,-0.0002199750161,628.9752808,0.01168594975,628.9752808,0.02004532143,
627.9464111,-0.0004480102798,627.9464111,0.01089455001,627.9464111,0.01995603368,
627.06427,0.001044589211,627.06427,0.01201767754,627.06427,0.02064679191,
626.0348511,-0.0002400518861,626.0348511,0.01145933848,626.0348511,0.02008349076,
625.005127,4.654546501E-5,625.005127,0.01184451953,625.005127,0.02072400413,
623.9750977,-0.0003492683172,623.9750977,0.01131204143,623.9750977,0.02045860142,
622.9448242,-2.117420627E-5,622.9448242,0.01203199569,622.9448242,0.02083414234,
622.0614624,0.0001306143531,622.0614624,0.01216489542,622.0614624,0.02073127963,
621.0306396,8.548387996E-5,621.0306396,0.01216936763,621.0306396,0.0209345296,
619.9994507,-0.0002784437384,619.9994507,0.01159341913,619.9994507,0.02068898082,
618.9680176,-0.0006564894575,618.9680176,0.01199274324,618.9680176,0.02042324655,
617.9362793,-0.0003949954989,617.9362793,0.01174363121,617.9362793,0.02119878307,
617.0517578,-0.0003366459277,617.0517578,0.01167089865,617.0517578,0.02043589018,
616.0194702,0.0002733382862,616.0194702,0.01225634944,616.0194702,0.02117598057,
614.9868774,-0.0006658459315,614.9868774,0.01208900474,614.9868774,0.02111347206,
613.9540405,0.0014237297,613.9540405,0.0124966437,613.9540405,0.02148427628,
613.0685425,-8.634700498E-5,613.0685425,0.01227592025,613.0685425,0.02099065483,
612.0351563,-0.0004694729287,612.0351563,0.01319604367,612.0351563,0.02095050365,
611.0014648,-0.0001223198633,611.0014648,0.01296939049,611.0014648,0.02121544629,
609.9674683,9.643593512E-5,609.9674683,0.01276937965,609.9674683,0.02217769064,
608.9332275,-0.0002548502234,608.9332275,0.0130478628,608.9332275,0.02211299539,
608.0465088,4.558758155E-5,608.0465088,0.01365120057,608.0465088,0.02246429026,
607.0117188,0.0001155962309,607.0117188,0.01437552832,607.0117188,0.02288541943,
605.9766235,0.0003169080883,605.9766235,0.01433723979,605.9766235,0.02327920869,
604.9412842,-0.0002142312005,604.9412842,0.01508501079,604.9412842,0.02339272946,
604.0535889,0.0005988185876,604.0535889,0.01524061803,604.0535889,0.02323193476,
603.0177002,0.001083539333,603.0177002,0.01629907265,603.0177002,0.02438464947,
601.9815674,-0.0003768397146,601.9815674,0.01548208762,601.9815674,0.02434366196,
600.9450684,-0.0004979675286,600.9450684,0.01554338727,600.9450684,0.02418336272,
600.0564575,0.000418726122,600.0564575,0.01742065512,600.0564575,0.02555956692,
599.0194702,0.0004846485681,599.0194702,0.01776075736,599.0194702,0.02569205873,
597.9822388,-0.0005385082914,597.9822388,0.01744692773,597.9822388,0.02516521513,
596.9446411,-0.0003637008485,596.9446411,0.01803226024,596.9446411,0.0262515489,
596.0551147,-0.0005868006847,596.0551147,0.01830595918,596.0551147,0.02609252371,
595.0170288,0.0006868315977,595.0170288,0.01990305074,595.0170288,0.02753089368,
593.9786987,0.0003510261304,593.9786987,0.02109129727,593.9786987,0.02752656303,
592.9400635,0.0004674673255,592.9400635,0.02214862406,592.9400635,0.02957178093,
592.0495605,-8.852098836E-5,592.0495605,0.02274390683,592.0495605,0.028791558,
591.010437,-0.0003185394162,591.010437,0.02399992384,591.010437,0.03055398911,
589.9710083,-0.002191867679,589.9710083,0.0231563244,589.9710083,0.03068826348,
588.9312744,0.0005933750654,588.9312744,0.02673255093,588.9312744,0.03218173981,
588.039917,0.0004095278564,588.039917,0.02809546702,588.039917,0.03297710046,
586.9996948,0.0006677497877,586.9996948,0.02956033684,586.9996948,0.03403706476,
585.9591675,-0.0002368437854,585.9591675,0.03096649982,585.9591675,0.03584960476,
585.0670776,0.00022459295,585.0670776,0.03393416479,585.0670776,0.03746324405,
584.026062,0.0004155131755,584.026062,0.03598091379,584.026062,0.03897273913,
582.9848022,-0.0006053613033,582.9848022,0.03793686256,582.9848022,0.04078232124,
581.9432373,-0.0004861768975,581.9432373,0.04023260251,581.9432373,0.0426504761,
581.0502319,0.000553691294,581.0502319,0.04365135729,581.0502319,0.04489319772,
580.0081787,-0.000539128785,580.0081787,0.04636985064,580.0081787,0.04676647112,
578.9658203,9.752339247E-5,578.9658203,0.0488993451,578.9658203,0.04890351743,
578.0721436,-0.0002881187829,578.0721436,0.050511498,578.0721436,0.04972200096,
577.0292969,0.0002752291621,577.0292969,0.05303927138,577.0292969,0.05198555812,
575.9862061,-5.151002188E-5,575.9862061,0.05519096553,575.9862061,0.05248937011,
574.9428101,-2.164012949E-5,574.9428101,0.05705812946,574.9428101,0.05388200656,
574.0482178,-0.000726011931,574.0482178,0.05779312924,574.0482178,0.0553808026,
573.0043335,-0.0005743403453,573.0043335,0.05948622525,573.0043335,0.05642325431,
571.960144,8.183325554E-5,571.960144,0.06055213138,571.960144,0.05681388453,
571.0649414,-0.0009560547187,571.0649414,0.05956944451,571.0649414,0.05686342716,
570.0202637,0.0002570460492,570.0202637,0.06180962548,570.0202637,0.05798887089,
568.9753418,0.000567817362,568.9753418,0.06169005111,568.9753418,0.05859113857,
567.9301147,-0.0009448447381,567.9301147,0.06062912196,567.9301147,0.05709281564,
567.0339966,0.0002073702199,567.0339966,0.06080554053,567.0339966,0.05773807317,
565.9882813,0.0005534579977,565.9882813,0.06030252576,565.9882813,0.05730974302,
564.9423218,0.0003339797258,564.9423218,0.05916167423,564.9423218,0.05618422851,
564.0455933,7.740594447E-5,564.0455933,0.05823353678,564.0455933,0.05542350188,
562.9990845,-0.0002656640718,562.9990845,0.0573030971,562.9990845,0.05501569808,
561.9523926,5.785899339E-5,561.9523926,0.05670376122,561.9523926,0.05391805619,
561.0549927,-0.0005277012242,561.0549927,0.05565863848,561.0549927,0.05431227759,
560.0077515,3.083128104E-5,560.0077515,0.05463569239,560.0077515,0.05365629867,
558.9602661,9.822247375E-5,558.9602661,0.05457551405,558.9602661,0.05266604573,
558.0621948,-0.0002810306614,558.0621948,0.05290273204,558.0621948,0.05186405033,
557.0142212,0.0007659159601,557.0142212,0.05271336064,557.0142212,0.05234257504,
555.9659424,0.0002031747135,555.9659424,0.05216325819,555.9659424,0.05038049072,
555.0672607,-0.0005743920337,555.0672607,0.05117456615,555.0672607,0.05032680184,
554.0185547,-8.360362699E-5,554.0185547,0.0512740314,554.0185547,0.05073601753,
552.9695435,-6.812652282E-5,552.9695435,0.0509169884,552.9695435,0.05069040135,
552.0701904,0.0004556766944,552.0701904,0.05118886381,552.0701904,0.05106958747,
551.020752,-0.0001821989863,551.020752,0.05167743564,551.020752,0.05062704533,
549.9710083,0.0004021175264,549.9710083,0.05214597657,549.9710083,0.05177544057,
549.0710449,-6.967943773E-5,549.0710449,0.05190786347,549.0710449,0.05131819472,
548.020813,-0.0002490551269,548.020813,0.05259147286,548.020813,0.05214688182,
546.9703369,1.692975275E-5,546.9703369,0.05329617858,546.9703369,0.05233136192,
546.0697021,0.0006276703789,546.0697021,0.05417425185,546.0697021,0.05336188525,
545.0187988,0.0002330103307,545.0187988,0.05574106798,545.0187988,0.05339279771,
543.9675903,0.0004259553389,543.9675903,0.05584017187,543.9675903,0.05437382311,
543.0663452,-0.0003443021851,543.0663452,0.05609644577,543.0663452,0.05471848324,
542.0146484,-0.0007531976444,542.0146484,0.05684197322,542.0146484,0.05516757071,
540.9627075,-0.0003418190754,540.9627075,0.05780413002,540.9627075,0.05643973127,
540.0608521,-0.000667655142,540.0608521,0.05771107972,540.0608521,0.05605382472,
539.0084229,-0.0001173511264,539.0084229,0.05890966207,539.0084229,0.05685460195,
537.9557495,5.410504309E-5,537.9557495,0.05894361064,537.9557495,0.05739638582,
537.0532837,-0.0005375775509,537.0532837,0.05872414634,537.0532837,0.05700168759,
536.0001221,-0.001001717988,536.0001221,0.05817667767,536.0001221,0.05690857396,
534.9467163,0.0001679288544,534.9467163,0.0585674718,534.9467163,0.05698784441,
534.0436401,6.417605618E-5,534.0436401,0.0588818863,534.0436401,0.05743949115,
532.9897461,-0.0001903754455,532.9897461,0.05830230564,532.9897461,0.05688237026,
531.9356689,-0.0003437848645,531.9356689,0.05735928193,531.9356689,0.05609877035,
531.0319214,-0.0005949695478,531.0319214,0.05652378127,531.0319214,0.05583554879,
529.977356,2.1356449E-5,529.977356,0.0566624701,529.977356,0.05605942011,
529.0732422,-0.0002851179743,529.0732422,0.0557083115,529.0732422,0.05499013513,
528.0181885,-0.0003137281456,528.0181885,0.05463146418,528.0181885,0.05539182946,
526.9628906,-0.0003905471531,526.9628906,0.05329167098,526.9628906,0.05311468244,
526.0581665,-2.210605453E-5,526.0581665,0.05304924771,526.0581665,0.05325374752,
525.0023804,-0.0003019842261,525.0023804,0.05086139962,525.0023804,0.05261195824,
523.9464111,0.0005000681849,523.9464111,0.05038482323,523.9464111,0.05123870075,
523.0410767,-0.0005798725761,523.0410767,0.04936478287,523.0410767,0.05013067648,
521.9846191,-0.0006350877229,521.9846191,0.04769249633,521.9846191,0.0486971736,
520.9279175,-0.001335988636,520.9279175,0.04564669728,520.9279175,0.04705128074,
520.0219727,-0.0002136102412,520.0219727,0.04535266012,520.0219727,0.0476494506,
518.9647827,0.0003421142465,518.9647827,0.04526307434,518.9647827,0.04875211045,
518.0584717,-3.520349128E-5,518.0584717,0.04414701834,518.0584717,0.04714305699,
517.0008545,-0.0007130904123,517.0008545,0.0421255976,517.0008545,0.04612854868,
515.9429932,-0.0005410420126,515.9429932,0.04121904075,515.9429932,0.04575243965,
515.0360718,-0.0002158353309,515.0360718,0.04156811163,515.0360718,0.04510994256,
513.9777222,-0.0005835951306,513.9777222,0.03959833086,513.9777222,0.04380935803,
513.0704346,-0.0004756788258,513.0704346,0.03916085511,513.0704346,0.04445271194,
512.0116577,-0.0002544362796,512.0116577,0.03886325285,512.0116577,0.04472332448,
510.9526672,-0.0003121760965,510.9526672,0.03823187947,510.9526672,0.04409718886,
510.0447693,-0.0006151325069,510.0447693,0.03729921579,510.0447693,0.04302816465,
508.985321,-0.001245192019,508.985321,0.03600729257,508.985321,0.04151288047,
507.9256287,-0.0003962886403,507.9256287,0.03605246171,507.9256287,0.0422254689,
507.0171204,-8.463886479E-5,507.0171204,0.03585739061,507.0171204,0.0422376208,
505.9570007,-0.0002931890194,505.9570007,0.03581539169,505.9570007,0.04184428602,
505.0481262,-6.429598579E-5,505.0481262,0.03576015681,505.0481262,0.04224352911,
503.9875488,-0.000533440907,503.9875488,0.03472203389,503.9875488,0.04113715887,
502.9267273,0.0001544890547,502.9267273,0.03519367799,502.9267273,0.04160511494,
502.0172729,1.087224246E-5,502.0172729,0.03455914557,502.0172729,0.04131998122,
500.9560242,-0.0006587122916,500.9560242,0.03424932808,500.9560242,0.04133956879,
500.0462036,-0.0002290821576,500.0462036,0.03528621048,500.0462036,0.04207614437,
498.9844971,-8.965974121E-5,498.9844971,0.0346397981,498.9844971,0.04137661308,
498.0742798,-0.0001427117822,498.0742798,0.03513088822,498.0742798,0.04190882295,
497.012146,-0.000346630055,497.012146,0.03458235785,497.012146,0.04147403315,
495.9497986,0.0001563535043,495.9497986,0.03425930068,495.9497986,0.04124850035,
495.0390015,-0.0003140385379,495.0390015,0.03453307971,495.0390015,0.04126142338,
493.9762268,-0.0006267645513,493.9762268,0.03389456123,493.9762268,0.04101458192,
493.0650635,0.0005135445972,493.0650635,0.03413195536,493.0650635,0.04105071351,
492.0018311,-0.0003587865795,492.0018311,0.03464885429,492.0018311,0.04141408578,
490.9383545,0.0007038399926,490.9383545,0.03520333394,490.9383545,0.04248690233,
490.0266418,-0.0003023463942,490.0266418,0.03417623043,490.0266418,0.04107253626,
488.9627686,0.0003222963132,488.9627686,0.03530297056,488.9627686,0.04260155931,
488.0506592,-0.0006771664484,488.0506592,0.0344850421,488.0506592,0.04269145802,
486.9863586,0.000438963034,486.9863586,0.03528651968,486.9863586,0.04194819555,
486.0738831,-9.836556274E-6,486.0738831,0.03464742377,486.0738831,0.04111900553,
485.0091553,-0.0007885468658,485.0091553,0.03542071953,485.0091553,0.04247962311,
