baseline,,bm3_none,,bm3_none1,,lauricacid_10mM_ul05,,lauricacid_10mM_ul5,,
322.938385,0.0006624091184,322.938385,0.2381128222,322.938385,0.09649780393,322.938385,0.9056431055,322.938385,1.764927506,
322.0006714,0.0003445494513,322.0006714,0.2357796878,322.0006714,0.09478476644,322.0006714,0.8925499916,322.0006714,1.760372758,
321.0628662,0.0006720534875,321.0628662,0.2339825034,321.0628662,0.09256142378,321.0628662,0.8899472356,321.0628662,1.74886167,
319.9686279,6.660970394E-5,319.9686279,0.2315798849,319.9686279,0.09040920436,319.9686279,0.8818420768,319.9686279,1.751372933,
319.0305786,0.0003463888133,319.0305786,0.2356759012,319.0305786,0.08838843554,319.0305786,0.9078243375,319.0305786,1.75985074,
317.9360352,-0.0001595835638,317.9360352,0.2246959656,317.9360352,0.08679603785,317.9360352,0.8886677027,317.9360352,1.758372188,
316.9977722,-0.0007976937923,316.9977722,0.2208778411,316.9977722,0.08522060513,316.9977722,0.8762307763,316.9977722,1.75122261,
316.0593567,-0.0001845277438,316.0593567,0.2171569318,316.0593567,0.0853593424,316.0593567,0.7844735384,316.0593567,1.741504908,
314.9644165,-0.0003275410272,314.9644165,0.2186248451,314.9644165,0.08506147563,314.9644165,0.8289729953,314.9644165,1.752531409,
314.0257874,-0.0006779935211,314.0257874,0.2277568281,314.0257874,0.08458836377,314.0257874,0.8758752346,314.0257874,1.749849319,
312.9305725,-0.0004111333692,312.9305725,0.2208154798,312.9305725,0.08517213166,312.9305725,0.8781481981,312.9305725,1.748377681,
311.9916992,-0.000146127597,311.9916992,0.2222694159,311.9916992,0.08563390374,311.9916992,0.8681383729,311.9916992,1.74977231,
311.0527344,-0.0002028468443,311.0527344,0.2207440734,311.0527344,0.08736737072,311.0527344,0.8935204744,311.0527344,1.750506043,
309.9571228,-0.0007615701179,309.9571228,0.2251397073,309.9571228,0.08967579901,309.9571228,0.8832659721,309.9571228,1.753968835,
309.0179138,-0.0004724724567,309.0179138,0.2275688946,309.0179138,0.09164388478,309.0179138,0.8841605783,309.0179138,1.751640081,
307.9220276,-0.0002364298416,307.9220276,0.2324224412,307.9220276,0.09490772337,307.9220276,0.9045447707,307.9220276,1.762324333,
306.9825745,0.0004214467772,306.9825745,0.2438169867,306.9825745,0.09837155789,306.9825745,0.8871455789,306.9825745,1.753669024,
306.0430298,0.0004095796612,306.0430298,0.2446022183,306.0430298,0.1037319675,306.0430298,0.8640737534,306.0430298,1.771753192,
304.9467468,0.0002399256482,304.9467468,0.2341107726,304.9467468,0.1093795598,304.9467468,0.8895598054,304.9467468,1.774153113,
304.0069885,-0.0003581141063,304.0069885,0.2695498168,304.0069885,0.117031619,304.0069885,0.9159464836,304.0069885,1.777938604,
303.0670776,4.654546501E-5,303.0670776,0.2701708972,303.0670776,0.1259748191,303.0670776,0.8961924911,303.0670776,1.780391574,
301.9704285,-0.000658402103,301.9704285,0.2743501663,301.9704285,0.1331526041,301.9704285,0.9253024459,301.9704285,1.795726657,
301.030304,-0.001007348183,301.030304,0.2972085476,301.030304,0.146893546,301.030304,0.9291493297,301.030304,1.804688096,
299.9333801,-0.0005702557391,299.9333801,0.3115679324,299.9333801,0.1562700868,299.9333801,0.9355983734,299.9333801,1.820604682,
298.993042,-0.0004731447552,298.993042,0.3304218054,298.993042,0.1699259579,298.993042,0.9204186797,298.993042,1.823499203,
298.0526123,-0.001773858326,298.0526123,0.3499896824,298.0526123,0.1806106865,298.0526123,0.9586352706,298.0526123,1.837345481,
296.9552917,-0.0008326259558,296.9552917,0.3706062436,296.9552917,0.1955146194,296.9552917,0.9820918441,296.9552917,1.858730197,
296.0146179,-0.0001734531106,296.0146179,0.3850654364,296.0146179,0.2107652277,296.0146179,0.9162341356,296.0146179,1.875838995,
295.0738525,-0.0004647150345,295.0738525,0.3961042464,295.0738525,0.2284237593,295.0738525,0.8827969432,295.0738525,1.883656025,
293.9761658,-0.0003049331717,293.9761658,0.4408162534,293.9761658,0.2471736073,293.9761658,1.042178869,293.9761658,1.919058204,
293.0351868,-0.00179443066,293.0351868,0.4682713151,293.0351868,0.275444299,293.0351868,1.057072878,293.0351868,1.924378633,
291.9372253,-0.0005574329407,291.9372253,0.4971553385,291.9372253,0.2916360199,291.9372253,1.050422192,291.9372253,1.945973754,
290.9960022,-0.001455095015,290.9960022,0.5174393654,290.9960022,0.3084581792,290.9960022,1.069342732,290.9960022,1.955505371,
290.0546875,-0.001971703954,290.0546875,0.5318619013,290.0546875,0.3175830543,290.0546875,1.112900496,290.0546875,1.964466572,
288.9563904,-0.001410563011,288.9563904,0.5502915978,288.9563904,0.3292932212,288.9563904,1.098524094,288.9563904,1.97423017,
288.0148621,-0.001170744305,288.0148621,0.57048136,288.0148621,0.3517260849,288.0148621,0.9656348825,288.0148621,1.989157438,
287.0732117,-0.0001315843256,287.0732117,0.5995540619,287.0732117,0.3711052239,287.0732117,1.143983483,287.0732117,2.017264843,
285.9745178,-0.000628522248,285.9745178,0.6336448789,285.9745178,0.3930512965,285.9745178,1.176972747,285.9745178,2.040453196,
285.0326843,-0.001001408091,285.0326843,0.6477205157,285.0326843,0.4049969018,285.0326843,1.176314473,285.0326843,2.046199799,
283.9337463,-0.001267183223,283.9337463,0.6640588641,283.9337463,0.4179551005,283.9337463,1.186540842,283.9337463,2.058784485,
282.9916992,-0.0002024846035,282.9916992,0.6657431722,282.9916992,0.42447716,282.9916992,1.164148211,282.9916992,2.059955597,
282.04953,-0.0007566603599,282.04953,0.6791025996,282.04953,0.4274075031,282.04953,1.206077695,282.04953,2.064933538,
280.9502258,6.989267604E-6,280.9502258,0.6749965549,280.9502258,0.4295829237,280.9502258,1.210338473,280.9502258,2.081522942,
280.0078735,-0.0002026398433,280.0078735,0.6802183986,280.0078735,0.4303236008,280.0078735,1.200547457,280.0078735,2.072988987,
279.0653992,-0.0004000645131,279.0653992,0.6719335914,279.0653992,0.4306022823,279.0653992,1.18166554,279.0653992,2.07236433,
277.9657288,4.970390364E-5,277.9657288,0.6740712523,277.9657288,0.4299828708,277.9657288,1.191231132,277.9657288,2.074237347,
277.0230713,0.000257097854,277.0230713,0.6781486869,277.0230713,0.4273476303,277.0230713,1.171158671,277.0230713,2.071605682,
275.9231567,-0.0008066337905,275.9231567,0.6741923094,275.9231567,0.4219355583,275.9231567,1.20158565,275.9231567,2.068546295,
274.9802856,-0.0003241783998,274.9802856,0.6630766988,274.9802856,0.4178973436,274.9802856,1.209549665,274.9802856,2.06748724,
274.0372925,-0.001233473304,274.0372925,0.6544178128,274.0372925,0.4083187878,274.0372925,1.163555264,274.0372925,2.050905704,
272.9370422,-0.0004757822317,272.9370422,0.627828598,272.9370422,0.3989953399,272.9370422,1.127430677,272.9370422,2.037261486,
271.993866,-4.809346501E-5,271.993866,0.6100293994,271.993866,0.3922245502,271.993866,1.053236961,271.993866,2.029656172,
271.0505981,-0.0009958812734,271.0505981,0.6200162768,271.0505981,0.3856157959,271.0505981,1.182656527,271.0505981,2.044517756,
269.9499817,-0.0008280270849,269.9499817,0.612072885,269.9499817,0.3780431747,269.9499817,1.169665337,269.9499817,2.031975746,
269.0065002,-0.0004749548098,269.0065002,0.5966873169,269.0065002,0.3697944582,269.0065002,1.147589684,269.0065002,2.020746708,
268.0629272,-0.0001788352092,268.0629272,0.5794928074,268.0629272,0.358746618,268.0629272,1.15057075,268.0629272,2.012129784,
266.9619751,-0.0002361193765,266.9619751,0.5676829219,266.9619751,0.3478108644,266.9619751,1.12849021,266.9619751,2.007777691,
266.0181885,0.002063658088,266.0181885,0.5709114671,266.0181885,0.3407420218,266.0181885,1.14103508,266.0181885,1.993262053,
265.0743408,-0.00021469692,265.0743408,0.5577474236,265.0743408,0.3343675137,265.0743408,1.087251186,265.0743408,2.001357794,
263.973053,-5.658304144E-5,263.973053,0.5228354335,263.973053,0.3211544454,263.973053,1.023579836,263.973053,1.965046883,
263.0289917,-0.0001122788162,263.0289917,0.513076663,263.0289917,0.3105525672,263.0289917,1.091325164,263.0289917,1.963834643,
261.9274597,-0.0009117297595,261.9274597,0.5077155828,261.9274597,0.3023169041,261.9274597,1.086198449,261.9274597,1.960168839,
260.9831848,0.001127995085,260.9831848,0.4936945438,260.9831848,0.2966903746,260.9831848,1.057062149,260.9831848,1.938034534,
260.0388489,-0.0002680441248,260.0388489,0.4949417412,260.0388489,0.2920804024,260.0388489,1.077394128,260.0388489,1.97318995,
258.9369812,0.0003550157999,258.9369812,0.4862730205,258.9369812,0.2867846489,258.9369812,1.092573881,258.9369812,1.965153694,
257.9924316,0.002779424423,257.9924316,0.4836988151,257.9924316,0.2813253105,257.9924316,1.062025309,257.9924316,1.957636237,
257.0477905,-0.0005359229399,257.0477905,0.4740760326,257.0477905,0.2714015245,257.0477905,1.062896729,257.0477905,1.929021001,
255.9456177,-0.0009054268012,255.9456177,0.4516225457,255.9456177,0.2652931511,255.9456177,1.064765334,255.9456177,1.932623029,
255.0007782,0.0003421919537,255.0007782,0.4585440159,255.0007782,0.2644806802,255.0007782,1.062933922,255.0007782,1.941112518,
254.0558624,-0.001216694829,254.0558624,0.4505653381,254.0558624,0.2625145018,254.0558624,1.057098269,254.0558624,1.928605199,
252.9533539,-0.000990096014,252.9533539,0.4470869601,252.9533539,0.2625111938,252.9533539,0.9828891158,252.9533539,1.925824881,
252.0082397,-0.0009853438241,252.0082397,0.45422858,252.0082397,0.2617395818,252.0082397,1.079889178,252.0082397,1.958325863,
251.0630493,-0.002067553112,251.0630493,0.4476943016,251.0630493,0.2625165284,251.0630493,1.071016908,251.0630493,1.939710975,
249.9604492,-0.001268473803,249.9604492,0.4511604905,249.9604492,0.2673266828,249.9604492,0.9672507048,249.9604492,1.932388306,
249.0207062,-0.001208537724,249.0207062,0.4626577795,249.0207062,0.2758771181,249.0207062,1.06304276,249.0207062,1.934968591,
247.9242249,-0.0006005015457,247.9242249,0.4846808314,247.9242249,0.2874721289,247.9242249,1.035698056,247.9242249,1.948140144,
246.9842834,-0.00011212354,246.9842834,0.5071465969,246.9842834,0.2956551015,246.9842834,0.9638717771,246.9842834,1.996719956,
246.044281,-0.001221754239,246.044281,0.5214064121,246.044281,0.3095588386,246.044281,1.143750072,246.044281,2.00444603,
244.9474792,2.112346374E-5,244.9474792,0.5438933969,244.9474792,0.3348477781,244.9474792,1.096527576,244.9474792,2.010970116,
244.0072784,-0.00125200639,244.0072784,0.5926437378,244.0072784,0.3673719168,244.0072784,1.142069578,244.0072784,2.034854889,
243.0670013,-0.0008050834876,243.0670013,0.6405372024,243.0670013,0.398571372,243.0670013,1.178380489,243.0670013,2.102065086,
241.9698944,-0.0008413585601,241.9698944,0.7061393857,241.9698944,0.4414983392,241.9698944,1.265129805,241.9698944,2.150150299,
241.0294342,-0.001293096226,241.0294342,0.7660155296,241.0294342,0.4906233847,241.0294342,1.306703091,241.0294342,2.176535845,
239.9321136,-0.001080739428,239.9321136,0.8684142232,239.9321136,0.5670633316,239.9321136,1.330810428,239.9321136,2.278251171,
238.9914703,-0.0006776833325,238.9914703,0.9944627881,238.9914703,0.6735699177,238.9914703,1.242417574,238.9914703,2.405733585,
238.0507507,-0.0004624912108,238.0507507,1.123069525,238.0507507,0.7665488124,238.0507507,1.398003101,238.0507507,2.459830523,
236.953125,0.0002421789686,236.953125,1.343259215,236.953125,0.9272614717,236.953125,1.507976294,236.953125,2.557717323,
236.0122223,-0.000572840916,236.0122223,1.511356592,236.0122223,1.064611673,236.0122223,1.794737339,236.0122223,2.602144241,
235.0712433,-0.0005816304474,235.0712433,1.751707315,235.0712433,1.235304594,235.0712433,1.952158809,235.0712433,2.879510403,
233.9733124,-0.001169763273,233.9733124,1.999052525,233.9733124,1.462648869,233.9733124,2.139672041,233.9733124,3.066056728,
233.0321655,-0.001674489118,233.0321655,2.300349236,233.0321655,1.666287661,233.0321655,2.486931562,233.0321655,3.338532925,
231.9340363,-0.0005660160095,231.9340363,2.614114285,231.9340363,1.938611031,231.9340363,2.589588642,231.9340363,3.200592279,
230.9927063,-0.0001384161005,230.9927063,2.893404245,230.9927063,2.141957998,230.9927063,2.902494431,230.9927063,3.495277643,
230.0512848,-0.002009479329,230.0512848,2.897490978,230.0512848,2.323565483,230.0512848,10,230.0512848,3.275722027,
228.9528809,-0.003117414424,228.9528809,3.044018269,228.9528809,2.562685966,228.9528809,3.225766182,228.9528809,3.288274765,
228.0112915,-0.001311678323,228.0112915,3.555603743,228.0112915,2.830435991,228.0112915,3.078732491,228.0112915,4.026496887,
227.0696259,-0.003140595974,227.0696259,3.461131811,227.0696259,2.869604349,227.0696259,2.979042292,227.0696259,10,
225.9709167,-0.001094528008,225.9709167,3.369190216,225.9709167,2.959084988,225.9709167,3.115725517,225.9709167,4.041665554,
225.0290833,0.0529313311,225.0290833,3.403710365,225.0290833,3.221790075,225.0290833,2.990474701,225.0290833,10,
223.930191,-0.00331798871,223.930191,3.768458128,223.930191,2.795552731,223.930191,2.999093533,223.930191,10,
222.9881897,-0.008689334616,222.9881897,3.409139395,222.9881897,2.984087944,222.9881897,3.047531605,222.9881897,10,
222.0461121,-0.004166282248,222.0461121,2.847874403,222.0461121,2.828752041,222.0461121,2.591341257,222.0461121,10,
220.9469147,-0.00665115146,220.9469147,2.761042356,220.9469147,2.573860168,220.9469147,-0.7533562779,220.9469147,3.636828899,
220.0046844,0.009761980735,220.0046844,2.584089279,220.0046844,2.588647604,220.0046844,-1.059481263,220.0046844,10,
219.0623627,-0.01081774198,219.0623627,2.670798779,219.0623627,2.163491249,219.0623627,-1.206065297,219.0623627,3.014906645,
217.9628906,0.008363658562,217.9628906,2.486228704,217.9628906,2.074024439,217.9628906,-1.379874468,217.9628906,2.728762388,
217.0204163,0.03281763569,217.0204163,2.128744602,217.0204163,2.038102627,217.0204163,-1.524489284,217.0204163,10,
216.0778656,0.02713494189,216.0778656,1.953747869,216.0778656,1.726341486,216.0778656,-1.690624118,216.0778656,10,
214.9781189,0.0007152225589,214.9781189,1.638823867,214.9781189,2.046608925,214.9781189,-1.948674083,214.9781189,2.617141247,
214.0354004,0.008279195055,214.0354004,1.694347978,214.0354004,1.346259475,214.0354004,-2.132316828,214.0354004,2.249953747,
212.9354706,0.0151893869,212.9354706,1.280146718,212.9354706,1.348114967,212.9354706,-2.346612215,212.9354706,1.686003089,
211.9925995,0.001965432195,211.9925995,1.354524851,211.9925995,0.9225699902,211.9925995,-2.525331259,211.9925995,10,
211.0496521,-0.0450479947,211.0496521,0.8815107346,211.0496521,0.624422729,211.0496521,-2.750809669,211.0496521,0.966080308,
209.9494476,0.02293437533,209.9494476,0.8036749363,209.9494476,0.5067164302,209.9494476,-2.926996231,209.9494476,1.599325418,
209.0063477,-0.05531882122,209.0063477,0.3657431901,209.0063477,0.8787477016,209.0063477,-3.071835756,209.0063477,10,
208.0631714,-0.04753087088,208.0631714,0.4222669899,208.0631714,0.03480577096,208.0631714,-3.194522142,208.0631714,10,
206.9627075,-0.08839348704,206.9627075,0.5798799992,206.9627075,0.1721303612,206.9627075,-3.299336433,206.9627075,-0.003938498907,
206.0193634,-0.0282773748,206.0193634,0.4500632882,206.0193634,1.090643883,206.0193634,-3.263137817,206.0193634,1.205188274,
205.0759583,-0.09143126011,205.0759583,0.2153053731,205.0759583,0.3004563749,205.0759583,-3.301930428,205.0759583,0.5176469088,
203.975235,0.1854215264,203.975235,1.33827889,203.975235,0.5531083941,203.975235,-3.132994652,203.975235,10,
203.0316772,-0.08663728088,203.0316772,1.174452901,203.0316772,0.4399811327,203.0316772,-3.312122345,203.0316772,10,
201.9307861,0.0826568082,201.9307861,0.5578973889,201.9307861,0.6232747436,201.9307861,-3.092704535,201.9307861,10,
200.9870758,-0.1124507785,200.9870758,0.4754799902,200.9870758,0.3109269738,200.9870758,-3.16600132,200.9870758,10,
200.0432892,0.06379441172,200.0432892,0.2778538764,200.0432892,0.05734217912,200.0432892,-3.135771036,200.0432892,10,

baseline,
baseline
Collection Time: 25/06/2019 10:03:51
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 25/06/2019 10:03:07
Method Modifications:
Baseline Correction Changed: 25/06/2019 10:03:28, Old:0, New:1
Storage Changed: 25/06/2019 10:03:28, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

bm3_none,
bm3_none
Collection Time: 25/06/2019 10:04:56
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 25/06/2019 10:03:07
Method Modifications:
Baseline Correction Changed: 25/06/2019 10:03:28, Old:0, New:1
Storage Changed: 25/06/2019 10:03:28, Old:1, New:0
End Method Modifications
<Current Wavelength> , 201.9

bm3_none1,
bm3_none1
Collection Time: 25/06/2019 10:05:30
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 25/06/2019 10:03:07
Method Modifications:
Baseline Correction Changed: 25/06/2019 10:03:28, Old:0, New:1
Storage Changed: 25/06/2019 10:03:28, Old:1, New:0
End Method Modifications
<Current Wavelength> , 201.9

lauricacid_10mM_ul05,
lauricacid_10mM_ul05
Collection Time: 25/06/2019 10:08:50
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 25/06/2019 10:03:07
Method Modifications:
Baseline Correction Changed: 25/06/2019 10:03:28, Old:0, New:1
Storage Changed: 25/06/2019 10:03:28, Old:1, New:0
End Method Modifications
<Current Wavelength> , 201.9

lauricacid_10mM_ul5,
lauricacid_10mM_ul5
Collection Time: 25/06/2019 10:09:20
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 25/06/2019 10:03:07
Method Modifications:
Baseline Correction Changed: 25/06/2019 10:03:28, Old:0, New:1
Storage Changed: 25/06/2019 10:03:28, Old:1, New:0
End Method Modifications
<Current Wavelength> , 201.9

